Tweet Id	Text	Name	Screen Name	UTC	Created At	Favorites	Retweets	Language	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type	Media URLs			
1291443251803815948	https://t.co/1T8pBF82x2	Donald J. Trump	realDonaldTrump	2020-08-06T18:37:19.000Z	Thu Aug 06 18:37:19 +0000 2020	46792	13031	und	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1291435214103810053/vid/1280x720/oHdhrB3xAXsKxp0d.mp4?tag=13			
1291435765575176192	Just like Radical Left New York is trying to destroy the NRA, if Biden becomes President your GREAT SECOND AMENDMENT doesn’t have a chance. Your guns will be taken away, immediately and without notice. No police, no guns!	Donald J. Trump	realDonaldTrump	2020-08-06T18:07:34.000Z	Thu Aug 06 18:07:34 +0000 2020	149461	42607	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	0					
1291422531874770944	RT @TomFitton : .@JudicialWatch uncovered the Clinton Foundation/State Department pay to play scandal. I testified to Congress about it. The documents are on line if the DOJ or the NY AG would like to review them. https://t.co/c2ZLGOtAp2	Donald J. Trump	realDonaldTrump	2020-08-06T17:14:59.000Z	Thu Aug 06 17:14:59 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet	https://twitter.com/TomFitton/status/1135235338039902210 	0	1					
1291422027060936704	RT @Liz_Wheeler : Imagine going after the NRA but refusing to touch the Clinton Foundation.	Donald J. Trump	realDonaldTrump	2020-08-06T17:12:59.000Z	Thu Aug 06 17:12:59 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0					
1291421560658472960	Joe Biden: ‘Unlike the African American Community ... the Latino Community Is an Incredibly Diverse Community‘ https://t.co/mceJwwG7aV via @BreitbartNews. Wow! Joe Biden just lost the entire African American community. What a “dumb” thing to say!	Donald J. Trump	realDonaldTrump	2020-08-06T17:11:08.000Z	Thu Aug 06 17:11:08 +0000 2020	75463	26299	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet	https://www.breitbart.com/politics/2020/08/06/joe-biden-unlike-the-african-american-community-the-latino-community-is-an-incredibly-diverse-community-nabj/ 	0	1					
1291416662059544576	Just departed for the Great State of Ohio! https://t.co/vAg0tdRFP8	Donald J. Trump	realDonaldTrump	2020-08-06T16:51:40.000Z	Thu Aug 06 16:51:40 +0000 2020	67710	11598	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1291410237564616704/vid/640x360/08cjADrNg4lrQeGv.mp4?tag=13			
1291415901636423681	RT @TeamTrump : President @realDonaldTrump: “Joe Biden, this morning, totally disparaged and insulted the Black community” by saying Latinos have diversity of thought, unlike Black Americans https://t.co/Db4D90xbWi	Donald J. Trump	realDonaldTrump	2020-08-06T16:48:38.000Z	Thu Aug 06 16:48:38 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	1	video	https://video.twimg.com/amplify_video/1291411565984587779/pl/j9UpejW9iB-YBIf5.m3u8?tag=13			
1291402819287814145	Upon departing the Oval Office for Ohio, I’ve notified my staff to continue working on an Executive Order with respect to Payroll Tax Cut, Eviction Protections, Unemployment Extensions, and Student Loan Repayment Options.	Donald J. Trump	realDonaldTrump	2020-08-06T15:56:39.000Z	Thu Aug 06 15:56:39 +0000 2020	143140	33847	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	0					
1291394961217400832	RT @realDonaldTrump : DRAIN THE SWAMP! https://t.co/68M4sN7LLD	Donald J. Trump	realDonaldTrump	2020-08-06T15:25:26.000Z	Thu Aug 06 15:25:26 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0	video	https://video.twimg.com/ext_tw_video/1291116402020098048/pu/vid/1280x720/SHC0UsjUWLkmikkR.mp4?tag=10			
1291339436727382016	How can voters be sending in Ballots starting, in some cases, one month before the First Presidential Debate. Move the First Debate up. A debate, to me, is a Public Service. Joe Biden and I owe it to the American People!	Donald J. Trump	realDonaldTrump	2020-08-06T11:44:48.000Z	Thu Aug 06 11:44:48 +0000 2020	206799	47976	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet		0	0					
1291233589758132224	RT @TomFitton : This time, the Left wants to blow up the election -- they have set up the system to break by sending tens of millions of ballots and ballot applications into the mails. I don't who will actually win, but I fear the "vote" won't matter to the Left... https://t.co/LpsSkSRwPd	Donald J. Trump	realDonaldTrump	2020-08-06T04:44:12.000Z	Thu Aug 06 04:44:12 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet	https://twitter.com/dbongino/status/1291154044803842054 	0	0					
1291233167312072704	RT @SenMikeLee : Department of Justice admits they violated protocol in their investigation into Michael Flynn. https://t.co/tlJsgNKZMn	Donald J. Trump	realDonaldTrump	2020-08-06T04:42:31.000Z	Thu Aug 06 04:42:31 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0	video	https://video.twimg.com/amplify_video/1291055959255719937/pl/lQA71IsHWIXt2mFo.m3u8?tag=13			
1291232452875300864	"RT @dbongino : The Yates hearing on Capitol Hill was another disaster for the police-state Democrats. It reinforced two critical things about them:
1) They worship abuses of power and political spying &amp; have no intentions of giving either up
2) They genuinely despise this country &amp; our rules."	Donald J. Trump	realDonaldTrump	2020-08-06T04:39:41.000Z	Thu Aug 06 04:39:41 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0					
1291232236151373824	RT @JohnWHuber : Yates clearly going for an insanity defense https://t.co/1XgBlWZAfn	Donald J. Trump	realDonaldTrump	2020-08-06T04:38:49.000Z	Thu Aug 06 04:38:49 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet	https://twitter.com/joelpollak/status/1291044323748806656 	0	0					
1291231474239311873	RT @paulsperry_ : How has President Trump not gone completely off the rails &amp; ballistic by now? Everyone in Washington is against the man. Every waking hour he is taking flak &amp; enemy fire, from all sides. Yet he hangs in there. Maintains composure. Trump must have nerves of steel. How's he do it?	Donald J. Trump	realDonaldTrump	2020-08-06T04:35:48.000Z	Thu Aug 06 04:35:48 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0					
1291230139477569536	RT @paulsperry_ : BREAKING: Sally Yates testified Comey went "rogue" regarding his persecution of Flynn	Donald J. Trump	realDonaldTrump	2020-08-06T04:30:29.000Z	Thu Aug 06 04:30:29 +0000 2020	0	0	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Retweet		0	0					
1291228757437579264	Two wonderful people! https://t.co/Fo2CLjc9YZ	Donald J. Trump	realDonaldTrump	2020-08-06T04:25:00.000Z	Thu Aug 06 04:25:00 +0000 2020	110422	22689	en	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Tweet	https://twitter.com/DiamondandSilk/status/1150453619323363328 	0	0					
