Text	Screen Name	UTC	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type
Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. https://t.co/LRYkXVw3rO #ActOnClimate	BarackObama	2016-10-12T17:57:21.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dcG2Nb 	1	0	
Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate https://t.co/mP29bpRdU9	BarackObama	2016-10-12T16:35:41.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Climate change's effects are devastating. Denying the science behind it does nothing to help. https://t.co/Rww40wwgD9 #ActOnClimate	BarackObama	2016-10-12T15:25:03.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d7ppaq 	1	0	
"On behalf of Michelle and our family, G’mar Chatimah Tovah." —President Obama #YomKippur	BarackObama	2016-10-11T23:59:09.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	
"LGBT individuals deserve to know their country stands beside them." —President Obama #NationalComingOutDay https://t.co/op7nBzbaod	BarackObama	2016-10-11T21:18:09.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. #DoYourJob https://t.co/eVSPSIFNpB	BarackObama	2016-10-11T20:02:19.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: https://t.co/TSavHP3mHg #DoYourJob	BarackObama	2016-10-11T18:38:46.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dH41rB 	1	0	
Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to #DoYourJob. https://t.co/j1lEkdMYV6	BarackObama	2016-10-11T17:26:32.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Dispel misinformation with facts from the @OFA Truth Team. https://t.co/zjexLUJXAC	BarackObama	2016-10-11T15:31:34.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dIq9AB 	0	1	
The uninsured rate is the lowest it's been in decades, thanks to #Obamacare. Spread the word. https://t.co/cxdbkiOqbq https://t.co/zH364SozNu	BarackObama	2016-10-07T22:03:05.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dLpd09 	1	0	photo
Deadline tonight—help rein in payday lenders that succeed by targeting vulnerable Americans: https://t.co/7OlpH6OFek #StopTheDebtTrap	BarackObama	2016-10-07T20:38:47.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cXFmzM 	1	0	
The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap. https://t.co/UMO01OUkdh	BarackObama	2016-10-07T19:54:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	1	photo
Our economy is on a better, stronger course. https://t.co/yzB6x7CExJ	BarackObama	2016-10-07T18:02:16.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dkzDAj 	0	0	
The economic progress we've made is undeniable—let's keep it up. https://t.co/gAlfaC1hkI	BarackObama	2016-10-07T16:16:59.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. https://t.co/jKJNCrQALL	BarackObama	2016-10-07T15:14:16.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dk8Ynm 	0	1	
The economy added 156,000 jobs in September—extending the longest streak of total job growth on record.	BarackObama	2016-10-07T13:59:22.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	
ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate. https://t.co/eMefgFZk53	BarackObama	2016-10-06T18:35:27.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dyb5WA 	2	0	
The cost of clean energy technology dropped significantly over the last eight years. Get the chart: https://t.co/fuGQMXeRYb #ActOnClimate	BarackObama	2016-10-06T15:48:57.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dHBN0k 	1	0	
This historic step in the fight to #ActOnClimate came faster than anyone predicted. https://t.co/W2rtcNXkI7	BarackObama	2016-10-05T21:30:38.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
"Today is a historic day in the fight to protect our planet for future generations." —President Obama #ActOnClimate https://t.co/x3dJSCYUcj	BarackObama	2016-10-05T20:44:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/2949825 	1	0	
LIVE: President Obama is delivering a statement on the Paris Climate Agreement. https://t.co/mNpQ6QyA91	BarackObama	2016-10-05T19:30:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dFlmSh 	0	0	
Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: https://t.co/zuSWzxSaqW #DoYourJob	BarackObama	2016-10-05T15:50:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dEKeJE 	1	1	
Enough is enough. Say it's time for Senate leaders to get to work: https://t.co/2M789YIcBk #DoYourJob	BarackObama	2016-10-04T20:30:46.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dtojUl 	1	0	
"Everybody cares about their kids, their grandkids, and the kind of world we pass on to them." —President Obama https://t.co/cfxpSBNWIU	BarackObama	2016-10-04T18:28:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/2936623 	0	0	
Take what matters with you. https://t.co/E0hXWSu1q3 https://t.co/KJJdkE8DML	BarackObama	2016-10-04T16:53:50.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cQauS4 	0	0	photo
We've come a long way, but the fight for fairness and an economy that works for everyone continues. https://t.co/WWRhZHwYWE	BarackObama	2016-10-04T15:08:13.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Side-by-side for 24 years. Here's to many more. #HappyAnniversary https://t.co/nh8Xfc7IWU	BarackObama	2016-10-03T18:24:20.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Facts matter. Stay informed with the @OFA Truth Team: https://t.co/O8PhOX5jJ3	BarackObama	2016-10-03T15:30:43.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dmTBfV 	0	1	
In the weekly address, President Obama discusses why access to paid leave is so important. https://t.co/q9kDEqYs5u #LeadOnLeave	BarackObama	2016-10-01T14:46:41.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dEyet9 	1	0	
Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave https://t.co/FF4hTkgOZy	BarackObama	2016-09-30T21:32:41.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
After thirty years in Congress, Senator, this should not be your proudest accomplishment. https://t.co/FwGAJsBCoo #DoYourJob https://t.co/TIL8ISwdKd	BarackObama	2016-09-30T20:11:02.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dBY0hA 	1	0	photo
We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: https://t.co/d6nmum1Ut7 #DoYourJob	BarackObama	2016-09-30T17:47:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d1GSgf 	1	0	
There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob https://t.co/qtzcY3iwyl	BarackObama	2016-09-30T15:57:24.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: https://t.co/s8FdCa0tq6 #DoYourJob	BarackObama	2016-09-29T21:55:49.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cZAI0q 	1	0	
"Everybody gets sick." Check out what President Obama is doing to extend access to paid sick leave: https://t.co/gOAc2HAkQg #LeadOnLeave	BarackObama	2016-09-29T19:41:04.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cEHvAx 	1	0	
Never underestimate the strength and resilience of the American economy. https://t.co/OFTN2FlRtq	BarackObama	2016-09-29T16:33:03.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
The @OFA Truth Team makes it easy to stay informed. Join today: https://t.co/Q0axQYyJY1	BarackObama	2016-09-28T17:49:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d4UB8e 	0	1	
This is no accident—we're making a comeback because together, we've fought hard to support American families. https://t.co/LTk7SiTexP	BarackObama	2016-09-28T15:16:14.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
We're better off than we were eight years ago. https://t.co/OwrTM3V78t	BarackObama	2016-09-27T21:04:01.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
Household incomes are up, and the poverty rate is down across all demographics. https://t.co/cEIdPJuuvR	BarackObama	2016-09-27T19:42:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d1pZV0 	0	0	
As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their obstruction. #DoYourJob https://t.co/xrz67jh1HV	BarackObama	2016-09-27T16:57:08.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	1	animated_gif
Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/AGrUjJTnST #DoYourJob	BarackObama	2016-09-27T15:28:39.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d6yD5J 	1	0	
Important, tough conversations require solid facts. Get them from the @OFA Truth Team: https://t.co/5YH9zVeayn https://t.co/dD1EPgaA9W	BarackObama	2016-09-26T20:58:33.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cY11WE 	0	1	photo
These are high praises from the American Bar Association—and yet, Senate leaders refuse to even consider Judge Garland. #MerricksMerits https://t.co/tXakoNmYFu	BarackObama	2016-09-26T18:59:05.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: https://t.co/yhy8al1FK7 #DoYourJob	BarackObama	2016-09-26T17:27:01.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cXrKCL 	1	0	
The American people are waiting for Senate leaders to do their jobs. https://t.co/LNqAQpxMle	BarackObama	2016-09-26T15:55:33.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/peV6aCYswa #DoYourJob	BarackObama	2016-09-23T21:12:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cJwSYX 	1	0	
Senate leaders need to work for the good of the American people, not seek out political points. https://t.co/Tdx3xk6gYi	BarackObama	2016-09-23T20:05:48.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. https://t.co/J28Crn3WAP	BarackObama	2016-09-23T19:03:51.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2ctwCBa 	0	1	
Here are 16 broken records we shouldn't be proud of. https://t.co/x98dGgEloW	BarackObama	2016-09-23T18:02:58.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/GVTL4HrTXw	BarackObama	2016-09-23T16:57:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cMYuhR 	0	1	
"Another record broken: 16 months in a row of undeniable, record-breaking heat.
https://t.co/qMAH7nFf5I #ActOnClimate"	BarackObama	2016-09-23T15:57:29.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2dabz7s 	1	0	
Happy #FirstDayofFall. https://t.co/ix02MNuOud	BarackObama	2016-09-22T22:18:43.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
We can't sit idly by. Climate change is likely to threaten our national security—we must act now. https://t.co/HwnK53B8Zi #ActOnClimate https://t.co/CCFZdEYc8T	BarackObama	2016-09-22T21:21:51.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2crGwUg 	1	0	photo
Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agreed. #MerricksMerits https://t.co/zxaqdzLVRj	BarackObama	2016-09-22T19:00:00.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. https://t.co/k76I6DCDRI	BarackObama	2016-09-22T17:34:00.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d4dlEi 	0	0	
Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy. https://t.co/vIQY0bivo4	BarackObama	2016-09-22T15:58:39.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. https://t.co/lkLz4yidaw #DoYourJob	BarackObama	2016-09-21T19:58:02.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cpiYzm 	1	0	
The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMerits https://t.co/ItMNKx4RJx	BarackObama	2016-09-21T17:53:17.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
"Their right to inherit a healthy planet is a sacred responsibility." —President Obama #ActOnClimate https://t.co/MYumi6xiIW	BarackObama	2016-09-21T16:34:02.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/2807826 	1	0	
Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look: https://t.co/WnBmiZDMr3 https://t.co/3BFbRDUXBv	BarackObama	2016-09-21T14:57:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2d1OQbb 	0	0	photo
As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world. https://t.co/b4T0zGccLH	BarackObama	2016-09-20T19:31:05.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cX9zhF 	1	0	
LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. https://t.co/J8cm9QquER #UNGA	BarackObama	2016-09-20T14:30:13.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cNcg58 	1	0	
LIVE: President Obama is delivering a statement in New York. https://t.co/MJUr8C84Wd	BarackObama	2016-09-19T15:24:34.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cYDF5K 	0	0	
President Obama commemorates #HispanicHeritageMonth in an address to @CHCI. https://t.co/oTVX7zOyFD	BarackObama	2016-09-16T22:24:34.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/2810938 	1	1	
Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob https://t.co/N7vH2ncwmb	BarackObama	2016-09-16T21:23:23.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6	BarackObama	2016-09-16T19:55:06.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2csXei1 	1	0	
The Supreme Court should remain above partisan politics, Senator. https://t.co/DlWud7Rh3K #DoYourJob https://t.co/Wjd96qn9Hf	BarackObama	2016-09-16T17:24:19.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2csFxie 	1	0	photo
Progress starts with a conversation. Make sure you have the facts to get yours started: https://t.co/MxWdiJxz4o https://t.co/Q3iP0Jwg1t	BarackObama	2016-09-16T15:54:16.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2csuypk 	0	0	photo
When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate https://t.co/8tygZI0TDR	BarackObama	2016-09-15T21:24:16.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
"There is no 'election year' exception in Article II." Sen. Leahy calls on senators to give Judge Garland a hearing: https://t.co/VjxClMdqUg	BarackObama	2016-09-15T18:51:11.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cb8DBX 	0	0	
President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean	BarackObama	2016-09-15T16:39:51.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2caUhRY 	1	0	
LIVE: President Obama is speaking at the 2016 Our Ocean Conference. https://t.co/ALK46jhUpw #OurOcean	BarackObama	2016-09-15T15:15:48.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cQJ3DM 	1	0	
We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree. https://t.co/WD42qmgXpO	BarackObama	2016-09-14T20:45:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2c9hILF 	0	0	
We can't let Senate leaders ignore their constitutional responsibilities. https://t.co/ExY5wZcWi6 #DoYourJob https://t.co/IwO7CAoVm2	BarackObama	2016-09-14T17:50:40.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cIlvVN 	1	0	photo
Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX	BarackObama	2016-09-14T16:40:17.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2caQ4CK 	0	1	
The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.co/dTb4M3J4MY	BarackObama	2016-09-14T15:24:00.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2caExn4 	0	0	
Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. https://t.co/rPbzUkZAUE #DoYourJob	BarackObama	2016-09-13T21:14:36.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cpD3Ct 	2	0	
"Median household income: ⬆
Poverty rate: ⬇
Uninsured rate: ⬇

Middle-class economics works. https://t.co/ThPXBSux09"	BarackObama	2016-09-13T20:09:28.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. https://t.co/Kyw1vuhont	BarackObama	2016-09-13T19:11:10.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cKZn8W 	0	0	
The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO	BarackObama	2016-09-13T15:00:22.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
ICYMI: This is a really big deal. https://t.co/raNeUV5fRd	BarackObama	2016-09-12T20:24:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Vice President Biden speaks on the "dangerous precedent" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB	BarackObama	2016-09-12T18:55:34.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cjizdw 	0	0	
These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK	BarackObama	2016-09-12T17:36:53.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. https://t.co/zbaDcpztIW	BarackObama	2016-09-12T15:09:06.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cH9trK 	0	1	
We need to keep up efforts to fight climate change at every level—locally, nationally, globally. #ActOnClimate https://t.co/L10qdkgPDg	BarackObama	2016-09-09T21:05:57.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	photo
Senate leaders are back in session. Keep the pressure high—call out their obstructionism. https://t.co/eThTUbIMH0 #DoYourJob	BarackObama	2016-09-09T19:16:01.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2bZK2oj 	1	0	
There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ	BarackObama	2016-09-09T17:47:36.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
We must take bold steps now—climate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate	BarackObama	2016-09-09T15:08:56.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2czxiBK 	1	0	
Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: https://t.co/Ll1Croa3Ui	BarackObama	2016-09-08T19:39:42.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2co9UcY 	0	0	
Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU	BarackObama	2016-09-08T17:39:40.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cwiLqs 	0	1	photo
Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. https://t.co/OplSsyTHEX	BarackObama	2016-09-07T21:47:15.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2bUKt3i 	1	0	
Fewer Americans are uninsured than ever before, thanks to #Obamacare. https://t.co/tFbGtiPzWL	BarackObama	2016-09-07T20:00:50.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2cilNlT 	1	0	
Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: https://t.co/F4eATpElMT #DoYourJob	BarackObama	2016-09-07T17:48:24.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2ckGIU7 	1	0	
The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. https://t.co/1YzeZLIcAT	BarackObama	2016-09-07T15:53:22.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: https://t.co/IV1AGOEDag	BarackObama	2016-09-06T21:57:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2chZqvI 	0	0	
The Paris Climate Agreement is a big deal in the fight against climate change—and now, a big step closer to reality. https://t.co/5vd6n0BFgG	BarackObama	2016-09-06T20:19:23.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2c20UYS 	0	0	
The United States is leading the way in the fight to #ActOnClimate. https://t.co/vkUMjg6XKc	BarackObama	2016-09-06T18:57:30.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		1	0	animated_gif
Conservation not only protects diverse lands and species, it's also an important part of battling climate change. https://t.co/gjvhHNPFKL	BarackObama	2016-09-06T16:58:04.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2c1ui1v 	0	0	
"When we protect our lands, it helps us protect the climate for the future." —President Obama #ActOnClimate https://t.co/qdoCgYPQom	BarackObama	2016-09-06T15:03:43.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://www.snappytv.com/tc/2710336 	1	0	
President Obama has a message for America's workers today—check it out: https://t.co/KlPj1YGeQ4 #LaborDay https://t.co/qzbHAfRXNs	BarackObama	2016-09-05T16:03:14.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2c9zC6j 	1	0	photo
In the weekly address, President Obama commemorates the labor movement that helped build this country. https://t.co/JsZvcpTyee	BarackObama	2016-09-03T17:01:19.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2bY9ruQ 	0	0	
Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/Pr78WaT0V2	BarackObama	2016-09-02T22:27:07.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
When Americans stand together, there's no challenge too great to solve—not even climate change. #ActOnClimate today: https://t.co/5mqlv3ZXas	BarackObama	2016-09-02T19:59:45.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2bIxOeU 	1	0	
"Unemployment: ⬇
Deficits: ⬇
Uninsured rate: ⬇
Jobs: +15.1 million https://t.co/mWcAgfM8zn"	BarackObama	2016-09-02T18:28:14.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	photo
It's been a long road, but we're far better off than we were eight years ago. https://t.co/o8UdtCezYE	BarackObama	2016-09-02T17:01:55.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	animated_gif
The economy added 151,000 jobs in August—extending the longest streak of total job growth on record.	BarackObama	2016-09-02T15:10:40.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet		0	0	
Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. https://t.co/pdRYkz7kFV #DoYourJob	BarackObama	2016-09-01T21:06:14.000Z	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Tweet	http://ofa.bo/2bUhngC 	1	0	
